,Response,Income,Recency,SpendingWine,SpendingGreens,SpendingMeat,SpendingFish,SpendingSweets,SpendingGold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,haveChildren,ID,AcceptedCmp1_0.0,AcceptedCmp1_1.0,AcceptedCmp2_0.0,AcceptedCmp2_1.0,AcceptedCmp3_0.0,AcceptedCmp3_1.0,AcceptedCmp4_0.0,AcceptedCmp4_1.0,AcceptedCmp5_0.0,AcceptedCmp5_1.0,AcceptedCampaigns_0.0,AcceptedCampaigns_1.0,AcceptedCampaigns_2.0,AcceptedCampaigns_3.0,AcceptedCampaigns_4.0,Education_0.0,Education_1.0,Marital_Status_0.0,Marital_Status_1.0
10,0.0,0.0,0.6666666666666666,0.0,0.375,0.0,0.0,0.25,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.3333333333333333,0.17817889375390938,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
11,0.0,0.0,0.6666666666666666,0.1111111111111111,0.625,0.1111111111111111,0.375,0.125,0.3333333333333333,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.4,0.0,0.0345813600214458,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
12,0.0,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.875,0.8888888888888888,1.0,1.0,0.5555555555555556,0.06666666666666667,0.1111111111111111,0.14285714285714285,0.6153846153846154,0.1,0.0,0.18988472879992851,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
13,0.0,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.25,0.4444444444444444,0.25,0.375,0.3333333333333333,0.2,0.2222222222222222,0.03571428571428571,0.38461538461538464,0.30000000000000004,0.6666666666666666,0.7309445089804307,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
14,0.0,0.0,0.3333333333333333,0.0,0.5,0.2222222222222222,0.25,0.125,0.1111111111111111,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.4,0.0,0.22955946742918415,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
15,1.0,1.0,0.2222222222222222,1.0,0.625,0.6666666666666666,0.75,0.875,0.6666666666666666,0.06666666666666667,0.25925925925925924,0.21428571428571427,0.9230769230769231,0.15000000000000002,0.0,0.18890179608614063,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True
16,0.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.375,0.2222222222222222,0.125,0.5,0.1111111111111111,0.2,0.1111111111111111,0.0,0.23076923076923078,0.4,0.6666666666666666,0.869984809221696,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
17,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.375,0.4444444444444444,1.0,0.5,0.5555555555555556,0.13333333333333333,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.35000000000000003,0.0,0.4413367884907515,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
18,0.0,0.8888888888888888,0.6666666666666666,1.0,0.875,0.8888888888888888,0.0,0.625,1.0,0.13333333333333333,0.4074074074074074,0.14285714285714285,0.6923076923076923,0.25,0.3333333333333333,0.586632115092485,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False
19,0.0,0.2222222222222222,0.8888888888888888,0.0,0.625,0.2222222222222222,0.625,0.625,0.6666666666666666,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.30000000000000004,0.3333333333333333,0.20355642927352335,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
20,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.25,0.5555555555555556,0.875,0.75,0.7777777777777777,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.38461538461538464,0.4,0.0,0.836386381914038,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
21,0.0,0.0,0.3333333333333333,0.0,0.125,1.0,0.0,0.125,0.0,1.0,0.0,1.0,0.0,0.05,0.3333333333333333,0.48038602448396034,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
22,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5555555555555556,0.0,0.0,0.4444444444444444,0.2,0.07407407407407407,0.10714285714285714,0.6923076923076923,0.4,0.3333333333333333,0.17808953623447413,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
23,0.0,0.7777777777777777,0.0,0.6666666666666666,0.0,0.5555555555555556,0.625,0.75,0.1111111111111111,0.2,0.2222222222222222,0.07142857142857142,0.6923076923076923,0.2,0.3333333333333333,0.3616298811544991,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
24,0.0,0.3333333333333333,0.7777777777777777,0.5555555555555556,0.25,0.3333333333333333,0.75,0.375,0.8888888888888888,0.4666666666666667,0.25925925925925924,0.03571428571428571,0.38461538461538464,0.4,0.3333333333333333,0.12590474488428202,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
25,0.0,0.0,1.0,0.1111111111111111,0.375,0.3333333333333333,0.5,0.5,0.3333333333333333,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.0,0.7052095433830756,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
26,0.0,0.5555555555555556,0.0,0.4444444444444444,0.375,0.3333333333333333,0.25,0.375,0.6666666666666666,0.26666666666666666,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.35000000000000003,0.6666666666666666,0.21481547672236617,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
27,0.0,0.0,0.1111111111111111,0.0,0.125,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.05,0.3333333333333333,0.4695737646322938,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
28,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.25,0.4444444444444444,0.625,0.625,0.2222222222222222,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.15000000000000002,0.3333333333333333,0.8419265481190242,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
29,0.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.625,0.875,0.0,0.06666666666666667,0.2222222222222222,0.3214285714285714,0.7692307692307693,0.1,0.0,0.1756768832097221,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
30,0.0,0.0,0.3333333333333333,0.1111111111111111,0.375,0.1111111111111111,0.125,0.25,0.1111111111111111,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.25,0.0,0.6133500134036279,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
31,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.625,0.4444444444444444,0.625,0.625,0.8888888888888888,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.23076923076923078,0.15000000000000002,0.0,0.27102135644714503,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
32,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.0,0.125,0.0,0.1111111111111111,0.13333333333333333,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.25,0.3333333333333333,0.5102314359753373,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
33,1.0,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.5,0.5555555555555556,0.625,0.625,0.6666666666666666,0.4,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.30000000000000004,0.6666666666666666,0.6588329907961755,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
34,0.0,0.7777777777777777,0.0,0.7777777777777777,0.75,0.8888888888888888,0.875,0.875,0.4444444444444444,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.6923076923076923,0.35000000000000003,0.0,0.7823250826557054,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
35,0.0,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.0,0.2222222222222222,0.125,0.125,0.1111111111111111,0.06666666666666667,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0.6666666666666666,0.959521043695827,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
36,0.0,0.7777777777777777,0.3333333333333333,0.8888888888888888,0.625,0.6666666666666666,0.0,0.5,0.6666666666666666,0.3333333333333333,0.18518518518518517,0.21428571428571427,0.9230769230769231,0.1,0.3333333333333333,0.3877222768295952,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
37,0.0,0.1111111111111111,0.7777777777777777,0.1111111111111111,0.25,0.2222222222222222,0.5,0.375,0.6666666666666666,0.2,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.35000000000000003,0.0,0.9610401215262264,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
38,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.125,0.0,0.1111111111111111,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.23076923076923078,0.25,0.3333333333333333,0.7680278795460638,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
39,1.0,0.4444444444444444,0.4444444444444444,0.7777777777777777,0.5,0.7777777777777777,1.0,0.875,0.6666666666666666,0.13333333333333333,0.25925925925925924,0.3571428571428571,0.38461538461538464,0.30000000000000004,0.0,0.2652131176838531,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True
40,0.0,1.0,0.0,0.7777777777777777,0.875,1.0,0.875,1.0,0.8888888888888888,0.13333333333333333,0.2962962962962963,0.21428571428571427,0.38461538461538464,0.2,0.3333333333333333,0.7685640246626754,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
41,0.0,0.0,1.0,0.1111111111111111,0.125,0.3333333333333333,0.25,0.0,0.2222222222222222,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0.3333333333333333,0.044946832275936016,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
42,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.25,0.125,0.1111111111111111,0.06666666666666667,0.0,0.0,0.23076923076923078,0.25,0.3333333333333333,0.7532838888392458,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
43,0.0,0.0,0.8888888888888888,0.4444444444444444,0.5,0.4444444444444444,0.25,0.25,0.6666666666666666,0.06666666666666667,0.037037037037037035,0.10714285714285714,0.3076923076923077,0.1,0.0,0.6506120990081316,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
44,0.0,0.0,0.1111111111111111,0.0,0.125,0.1111111111111111,0.25,0.25,0.3333333333333333,0.2,0.07407407407407407,0.0,0.23076923076923078,0.25,0.3333333333333333,0.19113573407202217,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
45,0.0,1.0,0.7777777777777777,0.4444444444444444,1.0,0.7777777777777777,1.0,0.75,1.0,0.06666666666666667,0.07407407407407407,0.14285714285714285,0.6923076923076923,0.05,0.0,0.1225091591457421,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
46,1.0,0.0,0.6666666666666666,0.0,0.625,0.2222222222222222,0.5,0.625,0.7777777777777777,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.45,0.0,0.885443660083996,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
47,0.0,0.3333333333333333,1.0,0.1111111111111111,0.375,0.2222222222222222,0.25,0.375,0.3333333333333333,0.06666666666666667,0.07407407407407407,0.0,0.15384615384615385,0.5,0.3333333333333333,0.6510588866053079,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
48,0.0,0.0,1.0,0.3333333333333333,0.375,0.4444444444444444,0.25,0.5,0.2222222222222222,0.2,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.30000000000000004,0.3333333333333333,0.6473058707890269,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
49,0.0,0.8888888888888888,0.3333333333333333,1.0,0.875,0.8888888888888888,0.75,0.75,0.6666666666666666,0.6,0.18518518518518517,0.07142857142857142,0.9230769230769231,0.4,0.6666666666666666,0.5867214726119203,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
50,0.0,0.7777777777777777,0.2222222222222222,0.5555555555555556,0.625,0.6666666666666666,0.75,0.875,0.3333333333333333,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.1,0.3333333333333333,0.7697256724153337,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
51,0.0,0.8888888888888888,0.0,0.8888888888888888,0.75,1.0,0.625,1.0,0.5555555555555556,0.06666666666666667,0.2222222222222222,0.3214285714285714,1.0,0.15000000000000002,0.0,0.3676168349566616,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
52,0.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.375,0.3333333333333333,0.625,0.125,0.1111111111111111,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,0.0,0.11893485836833169,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
53,1.0,1.0,0.5555555555555556,0.7777777777777777,1.0,1.0,1.0,0.75,1.0,0.06666666666666667,0.14814814814814814,0.3214285714285714,0.5384615384615385,0.05,0.0,0.19882048074345457,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
54,0.0,0.7777777777777777,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.625,0.8888888888888888,0.4666666666666667,0.14814814814814814,0.07142857142857142,0.7692307692307693,0.15000000000000002,0.6666666666666666,0.8382628898221786,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
55,1.0,1.0,0.5555555555555556,1.0,0.875,0.8888888888888888,1.0,1.0,1.0,0.06666666666666667,0.1111111111111111,0.3571428571428571,1.0,0.05,0.0,0.5593780716647305,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
56,1.0,0.7777777777777777,0.2222222222222222,0.6666666666666666,0.75,0.8888888888888888,1.0,1.0,0.6666666666666666,0.06666666666666667,0.18518518518518517,0.17857142857142855,0.7692307692307693,0.15000000000000002,0.0,0.9277991242963095,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
57,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.125,0.125,0.1111111111111111,0.06666666666666667,0.037037037037037035,0.0,0.3076923076923077,0.15000000000000002,0.3333333333333333,0.6645518720400322,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
58,0.0,0.0,0.6666666666666666,0.1111111111111111,0.25,0.3333333333333333,0.125,0.25,0.2222222222222222,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.30000000000000004,0.3333333333333333,0.7646322938075238,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
59,0.0,0.5555555555555556,0.6666666666666666,0.7777777777777777,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.2,0.2962962962962963,0.07142857142857142,0.46153846153846156,0.35000000000000003,0.3333333333333333,0.7483692252703065,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
60,1.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.75,1.0,0.875,0.5,0.8888888888888888,0.06666666666666667,0.1111111111111111,0.21428571428571427,0.8461538461538463,0.05,0.0,0.61236708068984,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True
61,0.0,0.7777777777777777,0.1111111111111111,0.7777777777777777,0.625,0.5555555555555556,0.5,0.625,0.2222222222222222,0.26666666666666666,0.14814814814814814,0.07142857142857142,0.9230769230769231,0.15000000000000002,0.6666666666666666,0.2748637297828612,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
62,0.0,0.6666666666666666,0.2222222222222222,0.7777777777777777,0.375,0.6666666666666666,0.75,0.625,1.0,0.26666666666666666,0.2962962962962963,0.07142857142857142,0.7692307692307693,0.35000000000000003,0.3333333333333333,0.0904298096684836,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
63,0.0,0.7777777777777777,0.6666666666666666,0.7777777777777777,0.0,0.4444444444444444,0.0,0.375,0.2222222222222222,0.06666666666666667,0.25925925925925924,0.10714285714285714,0.6153846153846154,0.25,0.3333333333333333,0.5824323116790278,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
64,0.0,0.7777777777777777,0.2222222222222222,0.6666666666666666,0.75,0.8888888888888888,0.875,1.0,0.5555555555555556,0.06666666666666667,0.25925925925925924,0.14285714285714285,0.3076923076923077,0.2,0.0,0.3696720579036726,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
65,1.0,0.1111111111111111,0.7777777777777777,0.0,0.25,0.0,0.25,0.375,0.3333333333333333,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.35000000000000003,0.3333333333333333,0.7221874720757752,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
66,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.6666666666666666,0.12384952193727101,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
67,1.0,1.0,0.1111111111111111,0.8888888888888888,0.5,0.8888888888888888,1.0,0.625,0.6666666666666666,0.06666666666666667,0.4074074074074074,0.3571428571428571,0.7692307692307693,0.25,0.3333333333333333,0.8371905995889554,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True
68,0.0,0.7777777777777777,0.0,0.5555555555555556,0.875,0.6666666666666666,0.375,0.875,0.8888888888888888,0.06666666666666667,0.18518518518518517,0.07142857142857142,0.7692307692307693,0.2,0.3333333333333333,0.40005361451166116,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
69,0.0,0.8888888888888888,1.0,1.0,0.875,0.8888888888888888,0.75,0.75,0.8888888888888888,0.4666666666666667,0.07407407407407407,0.17857142857142855,0.38461538461538464,0.25,1.0,0.12125815387364847,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
70,0.0,0.7777777777777777,0.0,0.7777777777777777,0.75,0.8888888888888888,1.0,0.875,0.3333333333333333,0.2,0.14814814814814814,0.2857142857142857,0.46153846153846156,0.15000000000000002,0.0,0.1252792422482352,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
71,0.0,0.0,0.6666666666666666,0.2222222222222222,0.25,0.4444444444444444,0.5,0.25,0.4444444444444444,0.2,0.1111111111111111,0.0,0.23076923076923078,0.4,0.3333333333333333,0.9497810740773835,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
72,0.0,0.6666666666666666,0.2222222222222222,0.5555555555555556,1.0,0.7777777777777777,0.875,0.75,0.8888888888888888,0.26666666666666666,0.37037037037037035,0.10714285714285714,1.0,0.35000000000000003,0.3333333333333333,0.5640246626753641,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
73,0.0,0.6666666666666666,1.0,0.7777777777777777,0.375,0.4444444444444444,0.0,0.375,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.6153846153846154,0.35000000000000003,0.6666666666666666,0.7266553480475382,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
74,0.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.5,0.2222222222222222,0.25,0.625,0.2222222222222222,0.06666666666666667,0.07407407407407407,0.03571428571428571,0.3076923076923077,0.1,0.0,0.0938253954070235,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
75,0.0,0.3333333333333333,0.7777777777777777,0.0,0.125,0.0,0.125,0.125,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.30000000000000004,0.3333333333333333,0.5223840586185328,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
76,1.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,1.0,1.0,0.875,0.625,0.4444444444444444,0.06666666666666667,0.25925925925925924,0.21428571428571427,0.38461538461538464,0.25,0.0,0.16611562863014923,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
77,1.0,0.8888888888888888,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.7777777777777777,0.0,0.18518518518518517,0.2857142857142857,0.6923076923076923,0.2,0.0,0.6704494683227593,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True
78,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.25,0.2222222222222222,0.06666666666666667,0.0,0.0,0.23076923076923078,0.15000000000000002,0.0,0.9294075596461442,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
79,1.0,0.5555555555555556,0.0,0.7777777777777777,0.0,0.4444444444444444,0.0,0.0,0.7777777777777777,0.13333333333333333,0.37037037037037035,0.03571428571428571,0.6153846153846154,0.4,0.0,0.14458046644625144,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False
80,0.0,0.1111111111111111,0.8888888888888888,0.3333333333333333,0.375,0.5555555555555556,0.375,0.375,0.4444444444444444,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.3076923076923077,0.4,0.3333333333333333,0.2977392547582879,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
81,0.0,0.1111111111111111,0.0,0.0,0.125,0.0,0.125,0.0,0.1111111111111111,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.3333333333333333,0.20203735144312393,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
82,0.0,0.1111111111111111,0.8888888888888888,0.2222222222222222,0.375,0.2222222222222222,0.375,0.0,0.4444444444444444,0.2,0.1111111111111111,0.0,0.23076923076923078,0.35000000000000003,0.3333333333333333,0.4777052989009025,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
83,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.625,0.4444444444444444,0.625,0.625,0.8888888888888888,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.23076923076923078,0.15000000000000002,0.0,0.3680636225538379,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
84,0.0,1.0,0.1111111111111111,0.4444444444444444,0.625,0.8888888888888888,0.625,0.875,0.8888888888888888,0.06666666666666667,0.1111111111111111,0.3571428571428571,1.0,0.05,0.0,0.047806272897864356,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
85,0.0,0.1111111111111111,1.0,0.2222222222222222,0.5,0.2222222222222222,0.375,0.25,0.1111111111111111,0.13333333333333333,0.037037037037037035,0.0,0.3076923076923077,0.35000000000000003,0.3333333333333333,0.4707354123849522,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
86,0.0,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.03571428571428571,0.3076923076923077,0.35000000000000003,0.6666666666666666,0.02439460280582611,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False
87,1.0,0.4444444444444444,0.0,0.6666666666666666,0.375,0.4444444444444444,0.0,0.25,0.6666666666666666,0.26666666666666666,0.2222222222222222,0.03571428571428571,0.46153846153846156,0.35000000000000003,0.3333333333333333,0.39781967652577965,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True
